Rate_adj,health_event,Visit,Geography,year,age_group,month,Sex,rate_per_10k,rate_per_10kpy,count,dailyMean
Age-Adjusted Rate,Asthma,Inpatient,New York State,2018,Total,6,Total,0.59,7.135,1122,37.400
Age-Adjusted Rate,Asthma,Inpatient,New York State,2018,Total,7,Total,0.45,5.267,868,28.000
Age-Adjusted Rate,Asthma,Inpatient,New York State,2018,Total,8,Total,0.54,6.311,1021,32.935
Age-Adjusted Rate,Asthma,Inpatient,New York State,2018,Total,9,Total,1.08,13.109,1925,64.167
Age-Adjusted Rate,Asthma,Inpatient,New York State,2018,Total,Total,Total,10.57,10.573,19688,53.940
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,0-4,Total,Total,,,3552,9.732
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,15-19,Total,Total,,,660,1.808
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,20-24,Total,Total,,,544,1.490
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,25-64,Total,Total,,,6874,18.833
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,5-14,Total,Total,,,3316,9.085
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,65,Total,Total,,,3098,8.488
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,Total,1,Total,0.78,9.189,1523,49.129
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,Total,10,Total,0.86,10.146,1605,51.774
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,Total,11,Total,0.93,11.373,1725,57.500
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,Total,12,Total,0.91,10.660,1715,55.323
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,Total,2,Total,0.70,9.085,1348,48.143
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,Total,3,Total,0.89,10.442,1647,53.129
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,Total,4,Total,0.83,10.045,1557,51.900
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,Total,5,Total,1.07,12.607,1968,63.484
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,Total,6,Total,0.63,7.696,1212,40.400
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,Total,7,Total,0.51,5.957,989,31.903
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,Total,8,Total,0.46,5.395,902,29.097
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,Total,9,Total,1.04,12.601,1853,61.767
Age-Adjusted Rate,Asthma,Inpatient,New York State,2019,Total,Total,Total,9.59,9.595,18044,49.436
Crude/Age-Specific Rate,Asthma,ED,Albany,2005-2007,Total,Total,Total,208.11,69.368,6317,5.769
Crude/Age-Specific Rate,Asthma,ED,Albany,2005-2019,Total,Total,Total,988.14,65.876,30185,5.510
Crude/Age-Specific Rate,Asthma,ED,Albany,2006-2008,Total,Total,Total,208.68,69.559,6341,5.786
Crude/Age-Specific Rate,Asthma,ED,Albany,2007-2009,Total,Total,Total,215.61,71.871,6557,5.983
Crude/Age-Specific Rate,Asthma,ED,Albany,2008-2010,Total,Total,Total,217.24,72.412,6608,6.029
Crude/Age-Specific Rate,Asthma,ED,Albany,2009-2011,Total,Total,Total,217.62,72.541,6626,6.051
Crude/Age-Specific Rate,Asthma,ED,Albany,2010-2012,Total,Total,Total,213.71,71.238,6514,5.943
Crude/Age-Specific Rate,Asthma,ED,Albany,2011-2013,Total,Total,Total,212.61,70.869,6498,5.929
Crude/Age-Specific Rate,Asthma,ED,Albany,2012-2014,Total,Total,Total,211.56,70.519,6484,5.916
Crude/Age-Specific Rate,Asthma,ED,Albany,2013-2015,Total,Total,Total,203.38,67.794,6245,5.703
Crude/Age-Specific Rate,Asthma,ED,Albany,2014-2016,Total,Total,Total,190.18,63.393,5846,5.334
Crude/Age-Specific Rate,Asthma,ED,Albany,2015-2017,Total,Total,Total,175.60,58.532,5401,4.928
Crude/Age-Specific Rate,Asthma,ED,Albany,2016-2018,Total,Total,Total,165.28,55.093,5079,4.634
Crude/Age-Specific Rate,Asthma,ED,Albany,2017-2019,Total,Total,Total,,,4916,4.489
Crude/Age-Specific Rate,Asthma,ED,Allegany,2005-2007,Total,Total,Total,101.21,33.737,500,0.457
Crude/Age-Specific Rate,Asthma,ED,Allegany,2005-2019,Total,Total,Total,585.80,39.053,2817,0.514
Crude/Age-Specific Rate,Asthma,ED,Allegany,2006-2008,Total,Total,Total,99.79,33.262,491,0.448
Crude/Age-Specific Rate,Asthma,ED,Allegany,2007-2009,Total,Total,Total,106.37,35.456,522,0.476
Crude/Age-Specific Rate,Asthma,ED,Allegany,2008-2010,Total,Total,Total,99.92,33.307,490,0.447
Crude/Age-Specific Rate,Asthma,ED,Allegany,2009-2011,Total,Total,Total,114.28,38.095,559,0.511
Crude/Age-Specific Rate,Asthma,ED,Allegany,2010-2012,Total,Total,Total,132.35,44.115,644,0.588
Crude/Age-Specific Rate,Asthma,ED,Allegany,2011-2013,Total,Total,Total,153.82,51.273,743,0.678
Crude/Age-Specific Rate,Asthma,ED,Allegany,2012-2014,Total,Total,Total,154.00,51.335,738,0.673
Crude/Age-Specific Rate,Asthma,ED,Allegany,2013-2015,Total,Total,Total,145.08,48.360,691,0.631
Crude/Age-Specific Rate,Asthma,ED,Allegany,2014-2016,Total,Total,Total,128.21,42.737,607,0.554
Crude/Age-Specific Rate,Asthma,ED,Allegany,2015-2017,Total,Total,Total,113.60,37.868,534,0.487
Crude/Age-Specific Rate,Asthma,ED,Allegany,2016-2018,Total,Total,Total,104.77,34.925,489,0.446
Crude/Age-Specific Rate,Asthma,ED,Allegany,2017-2019,Total,Total,Total,,,477,0.436
Crude/Age-Specific Rate,Asthma,ED,Bronx,2005-2007,Total,Total,Total,794.23,264.744,107326,98.015
Crude/Age-Specific Rate,Asthma,ED,Bronx,2005-2019,Total,Total,Total,3920.50,261.366,549341,100.281
Crude/Age-Specific Rate,Asthma,ED,Bronx,2006-2008,Total,Total,Total,820.99,273.665,111264,101.518
Crude/Age-Specific Rate,Asthma,ED,Bronx,2007-2009,Total,Total,Total,804.62,268.208,109799,100.182
Crude/Age-Specific Rate,Asthma,ED,Bronx,2008-2010,Total,Total,Total,780.38,260.128,107356,97.953
Crude/Age-Specific Rate,Asthma,ED,Bronx,2009-2011,Total,Total,Total,761.35,253.782,105596,96.435
Crude/Age-Specific Rate,Asthma,ED,Bronx,2010-2012,Total,Total,Total,789.03,263.009,110362,100.695
Crude/Age-Specific Rate,Asthma,ED,Bronx,2011-2013,Total,Total,Total,840.51,280.170,118533,108.151
Crude/Age-Specific Rate,Asthma,ED,Bronx,2012-2014,Total,Total,Total,887.27,295.758,126122,115.075
Crude/Age-Specific Rate,Asthma,ED,Bronx,2013-2015,Total,Total,Total,884.99,294.996,126638,115.651
Crude/Age-Specific Rate,Asthma,ED,Bronx,2014-2016,Total,Total,Total,843.74,281.246,121368,110.737
Crude/Age-Specific Rate,Asthma,ED,Bronx,2015-2017,Total,Total,Total,778.58,259.526,112246,102.414
Crude/Age-Specific Rate,Asthma,ED,Bronx,2016-2018,Total,Total,Total,723.72,241.239,104146,95.024
Crude/Age-Specific Rate,Asthma,ED,Bronx,2017-2019,Total,Total,Total,,,94758,86.537
Crude/Age-Specific Rate,Asthma,ED,Broome,2005-2007,Total,Total,Total,150.83,50.277,3028,2.765
Crude/Age-Specific Rate,Asthma,ED,Broome,2005-2019,Total,Total,Total,748.47,49.898,14789,2.700
Crude/Age-Specific Rate,Asthma,ED,Broome,2006-2008,Total,Total,Total,153.23,51.077,3079,2.809
Crude/Age-Specific Rate,Asthma,ED,Broome,2007-2009,Total,Total,Total,149.99,49.997,3014,2.750
Crude/Age-Specific Rate,Asthma,ED,Broome,2008-2010,Total,Total,Total,148.30,49.432,2978,2.717
Crude/Age-Specific Rate,Asthma,ED,Broome,2009-2011,Total,Total,Total,150.80,50.268,3020,2.758
Crude/Age-Specific Rate,Asthma,ED,Broome,2010-2012,Total,Total,Total,160.75,53.583,3207,2.926
Crude/Age-Specific Rate,Asthma,ED,Broome,2011-2013,Total,Total,Total,166.73,55.576,3312,3.022
Crude/Age-Specific Rate,Asthma,ED,Broome,2012-2014,Total,Total,Total,170.45,56.817,3374,3.078
Crude/Age-Specific Rate,Asthma,ED,Broome,2013-2015,Total,Total,Total,173.07,57.690,3410,3.114
Crude/Age-Specific Rate,Asthma,ED,Broome,2014-2016,Total,Total,Total,161.62,53.873,3166,2.889
Crude/Age-Specific Rate,Asthma,ED,Broome,2015-2017,Total,Total,Total,140.20,46.733,2727,2.488
Crude/Age-Specific Rate,Asthma,ED,Broome,2016-2018,Total,Total,Total,117.82,39.274,2276,2.077
Crude/Age-Specific Rate,Asthma,ED,Broome,2017-2019,Total,Total,Total,,,2305,2.105
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2005-2007,Total,Total,Total,148.63,49.542,1211,1.106
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2005-2019,Total,Total,Total,721.00,48.067,5712,1.043
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2006-2008,Total,Total,Total,158.54,52.846,1285,1.172
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2007-2009,Total,Total,Total,175.44,58.479,1417,1.293
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2008-2010,Total,Total,Total,182.01,60.670,1465,1.337
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2009-2011,Total,Total,Total,189.34,63.112,1518,1.386
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2010-2012,Total,Total,Total,175.20,58.401,1398,1.276
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2011-2013,Total,Total,Total,165.90,55.299,1317,1.202
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2012-2014,Total,Total,Total,154.04,51.346,1217,1.110
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2013-2015,Total,Total,Total,151.53,50.510,1190,1.087
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2014-2016,Total,Total,Total,134.34,44.779,1049,0.957
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2015-2017,Total,Total,Total,113.03,37.678,877,0.800
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2016-2018,Total,Total,Total,96.13,32.044,742,0.677
Crude/Age-Specific Rate,Asthma,ED,Cattaraugus,2017-2019,Total,Total,Total,,,670,0.612
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2005-2007,Total,Total,Total,128.35,42.782,1038,0.948
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2005-2019,Total,Total,Total,575.06,38.338,4552,0.831
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2006-2008,Total,Total,Total,129.05,43.016,1041,0.950
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2007-2009,Total,Total,Total,137.27,45.755,1104,1.007
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2008-2010,Total,Total,Total,134.44,44.814,1078,0.984
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2009-2011,Total,Total,Total,118.99,39.665,951,0.868
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2010-2012,Total,Total,Total,113.05,37.684,901,0.822
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2011-2013,Total,Total,Total,116.46,38.819,925,0.844
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2012-2014,Total,Total,Total,122.22,40.741,967,0.882
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2013-2015,Total,Total,Total,114.21,38.069,899,0.821
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2014-2016,Total,Total,Total,105.57,35.189,826,0.754
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2015-2017,Total,Total,Total,105.39,35.128,820,0.748
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2016-2018,Total,Total,Total,96.23,32.077,745,0.680
Crude/Age-Specific Rate,Asthma,ED,Cayuga,2017-2019,Total,Total,Total,,,685,0.626
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2005-2007,Total,Total,Total,204.19,68.065,2772,2.532
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2005-2019,Total,Total,Total,839.91,55.994,11126,2.031
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2006-2008,Total,Total,Total,183.09,61.031,2480,2.263
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2007-2009,Total,Total,Total,184.18,61.393,2492,2.274
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2008-2010,Total,Total,Total,190.23,63.408,2569,2.344
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2009-2011,Total,Total,Total,199.76,66.587,2691,2.458
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2010-2012,Total,Total,Total,187.20,62.401,2510,2.290
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2011-2013,Total,Total,Total,172.04,57.348,2296,2.095
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2012-2014,Total,Total,Total,165.79,55.264,2199,2.006
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2013-2015,Total,Total,Total,165.74,55.247,2183,1.994
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2014-2016,Total,Total,Total,151.42,50.474,1976,1.803
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2015-2017,Total,Total,Total,130.25,43.416,1685,1.537
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2016-2018,Total,Total,Total,112.04,37.346,1438,1.312
Crude/Age-Specific Rate,Asthma,ED,Chautauqua,2017-2019,Total,Total,Total,,,1513,1.382
Crude/Age-Specific Rate,Asthma,ED,Chemung,2005-2007,Total,Total,Total,250.39,83.463,2222,2.029
Crude/Age-Specific Rate,Asthma,ED,Chemung,2005-2019,Total,Total,Total,963.06,64.204,8413,1.536
Crude/Age-Specific Rate,Asthma,ED,Chemung,2006-2008,Total,Total,Total,226.01,75.338,2003,1.828
Crude/Age-Specific Rate,Asthma,ED,Chemung,2007-2009,Total,Total,Total,215.76,71.921,1913,1.745
Crude/Age-Specific Rate,Asthma,ED,Chemung,2008-2010,Total,Total,Total,210.93,70.311,1872,1.708
Crude/Age-Specific Rate,Asthma,ED,Chemung,2009-2011,Total,Total,Total,226.15,75.382,2010,1.836
Crude/Age-Specific Rate,Asthma,ED,Chemung,2010-2012,Total,Total,Total,225.56,75.188,2007,1.831
Crude/Age-Specific Rate,Asthma,ED,Chemung,2011-2013,Total,Total,Total,208.24,69.412,1848,1.686
Crude/Age-Specific Rate,Asthma,ED,Chemung,2012-2014,Total,Total,Total,180.67,60.224,1593,1.453
Crude/Age-Specific Rate,Asthma,ED,Chemung,2013-2015,Total,Total,Total,158.54,52.846,1385,1.265
Crude/Age-Specific Rate,Asthma,ED,Chemung,2014-2016,Total,Total,Total,152.35,50.785,1318,1.203
Crude/Age-Specific Rate,Asthma,ED,Chemung,2015-2017,Total,Total,Total,143.30,47.766,1228,1.120
Crude/Age-Specific Rate,Asthma,ED,Chemung,2016-2018,Total,Total,Total,135.66,45.220,1150,1.049
Crude/Age-Specific Rate,Asthma,ED,Chemung,2017-2019,Total,Total,Total,,,1153,1.053
Crude/Age-Specific Rate,Asthma,ED,Chenango,2005-2007,Total,Total,Total,146.88,48.958,754,0.689
Crude/Age-Specific Rate,Asthma,ED,Chenango,2005-2019,Total,Total,Total,706.72,47.115,3509,0.641
Crude/Age-Specific Rate,Asthma,ED,Chenango,2006-2008,Total,Total,Total,143.21,47.736,736,0.672
Crude/Age-Specific Rate,Asthma,ED,Chenango,2007-2009,Total,Total,Total,142.74,47.579,730,0.666
Crude/Age-Specific Rate,Asthma,ED,Chenango,2008-2010,Total,Total,Total,146.29,48.765,743,0.678
Crude/Age-Specific Rate,Asthma,ED,Chenango,2009-2011,Total,Total,Total,153.95,51.316,776,0.709
Crude/Age-Specific Rate,Asthma,ED,Chenango,2010-2012,Total,Total,Total,154.92,51.640,777,0.709
Crude/Age-Specific Rate,Asthma,ED,Chenango,2011-2013,Total,Total,Total,141.43,47.144,705,0.643
Crude/Age-Specific Rate,Asthma,ED,Chenango,2012-2014,Total,Total,Total,143.67,47.888,712,0.650
Crude/Age-Specific Rate,Asthma,ED,Chenango,2013-2015,Total,Total,Total,140.88,46.961,693,0.633
Crude/Age-Specific Rate,Asthma,ED,Chenango,2014-2016,Total,Total,Total,143.44,47.812,700,0.639
Crude/Age-Specific Rate,Asthma,ED,Chenango,2015-2017,Total,Total,Total,138.52,46.172,669,0.610
Crude/Age-Specific Rate,Asthma,ED,Chenango,2016-2018,Total,Total,Total,135.62,45.206,649,0.592
Crude/Age-Specific Rate,Asthma,ED,Chenango,2017-2019,Total,Total,Total,,,607,0.554
Crude/Age-Specific Rate,Asthma,ED,Clinton,2005-2007,Total,Total,Total,341.07,113.691,2812,2.568
Crude/Age-Specific Rate,Asthma,ED,Clinton,2005-2019,Total,Total,Total,1218.80,81.254,9941,1.815
Crude/Age-Specific Rate,Asthma,ED,Clinton,2006-2008,Total,Total,Total,360.60,120.200,2975,2.714
Crude/Age-Specific Rate,Asthma,ED,Clinton,2007-2009,Total,Total,Total,367.42,122.474,3028,2.763
Crude/Age-Specific Rate,Asthma,ED,Clinton,2008-2010,Total,Total,Total,362.03,120.676,2978,2.717
Crude/Age-Specific Rate,Asthma,ED,Clinton,2009-2011,Total,Total,Total,293.41,97.804,2407,2.198
Crude/Age-Specific Rate,Asthma,ED,Clinton,2010-2012,Total,Total,Total,230.19,76.729,1884,1.719
Crude/Age-Specific Rate,Asthma,ED,Clinton,2011-2013,Total,Total,Total,179.66,59.886,1467,1.339
Crude/Age-Specific Rate,Asthma,ED,Clinton,2012-2014,Total,Total,Total,171.27,57.090,1397,1.275
Crude/Age-Specific Rate,Asthma,ED,Clinton,2013-2015,Total,Total,Total,222.93,74.311,1811,1.654
Crude/Age-Specific Rate,Asthma,ED,Clinton,2014-2016,Total,Total,Total,211.14,70.380,1708,1.558
Crude/Age-Specific Rate,Asthma,ED,Clinton,2015-2017,Total,Total,Total,197.06,65.688,1588,1.449
Crude/Age-Specific Rate,Asthma,ED,Clinton,2016-2018,Total,Total,Total,135.53,45.178,1092,0.996
Crude/Age-Specific Rate,Asthma,ED,Clinton,2017-2019,Total,Total,Total,,,976,0.891
Crude/Age-Specific Rate,Asthma,ED,Columbia,2005-2007,Total,Total,Total,134.28,44.760,853,0.779
Crude/Age-Specific Rate,Asthma,ED,Columbia,2005-2019,Total,Total,Total,623.32,41.554,3868,0.706
Crude/Age-Specific Rate,Asthma,ED,Columbia,2006-2008,Total,Total,Total,136.18,45.395,863,0.787
Crude/Age-Specific Rate,Asthma,ED,Columbia,2007-2009,Total,Total,Total,142.33,47.442,900,0.821
Crude/Age-Specific Rate,Asthma,ED,Columbia,2008-2010,Total,Total,Total,131.53,43.843,830,0.757
Crude/Age-Specific Rate,Asthma,ED,Columbia,2009-2011,Total,Total,Total,126.94,42.315,798,0.729
Crude/Age-Specific Rate,Asthma,ED,Columbia,2010-2012,Total,Total,Total,115.20,38.402,722,0.659
Crude/Age-Specific Rate,Asthma,ED,Columbia,2011-2013,Total,Total,Total,118.46,39.488,739,0.674
Crude/Age-Specific Rate,Asthma,ED,Columbia,2012-2014,Total,Total,Total,115.30,38.432,717,0.654
Crude/Age-Specific Rate,Asthma,ED,Columbia,2013-2015,Total,Total,Total,119.16,39.721,737,0.673
Crude/Age-Specific Rate,Asthma,ED,Columbia,2014-2016,Total,Total,Total,112.70,37.566,692,0.631
Crude/Age-Specific Rate,Asthma,ED,Columbia,2015-2017,Total,Total,Total,111.55,37.184,679,0.620
Crude/Age-Specific Rate,Asthma,ED,Columbia,2016-2018,Total,Total,Total,117.71,39.236,710,0.648
Crude/Age-Specific Rate,Asthma,ED,Columbia,2017-2019,Total,Total,Total,,,754,0.689
Crude/Age-Specific Rate,Asthma,ED,Cortland,2005-2007,Total,Total,Total,50.34,16.779,249,0.227
Crude/Age-Specific Rate,Asthma,ED,Cortland,2005-2019,Total,Total,Total,558.65,37.243,2726,0.498
Crude/Age-Specific Rate,Asthma,ED,Cortland,2006-2008,Total,Total,Total,82.77,27.589,410,0.374
Crude/Age-Specific Rate,Asthma,ED,Cortland,2007-2009,Total,Total,Total,109.08,36.359,540,0.493
Crude/Age-Specific Rate,Asthma,ED,Cortland,2008-2010,Total,Total,Total,114.80,38.266,567,0.517
Crude/Age-Specific Rate,Asthma,ED,Cortland,2009-2011,Total,Total,Total,129.71,43.238,640,0.584
Crude/Age-Specific Rate,Asthma,ED,Cortland,2010-2012,Total,Total,Total,143.42,47.805,706,0.644
Crude/Age-Specific Rate,Asthma,ED,Cortland,2011-2013,Total,Total,Total,163.33,54.444,802,0.732
Crude/Age-Specific Rate,Asthma,ED,Cortland,2012-2014,Total,Total,Total,156.27,52.090,764,0.697
Crude/Age-Specific Rate,Asthma,ED,Cortland,2013-2015,Total,Total,Total,143.69,47.898,699,0.638
Crude/Age-Specific Rate,Asthma,ED,Cortland,2014-2016,Total,Total,Total,122.12,40.705,590,0.538
Crude/Age-Specific Rate,Asthma,ED,Cortland,2015-2017,Total,Total,Total,108.53,36.176,521,0.475
Crude/Age-Specific Rate,Asthma,ED,Cortland,2016-2018,Total,Total,Total,102.89,34.297,492,0.449
Crude/Age-Specific Rate,Asthma,ED,Cortland,2017-2019,Total,Total,Total,,,518,0.473
Crude/Age-Specific Rate,Asthma,ED,Delaware,2005-2007,Total,Total,Total,97.80,32.599,473,0.432
Crude/Age-Specific Rate,Asthma,ED,Delaware,2005-2019,Total,Total,Total,528.77,35.251,2477,0.452
Crude/Age-Specific Rate,Asthma,ED,Delaware,2006-2008,Total,Total,Total,93.46,31.154,452,0.412
Crude/Age-Specific Rate,Asthma,ED,Delaware,2007-2009,Total,Total,Total,102.42,34.139,495,0.452
Crude/Age-Specific Rate,Asthma,ED,Delaware,2008-2010,Total,Total,Total,111.75,37.249,538,0.491
Crude/Age-Specific Rate,Asthma,ED,Delaware,2009-2011,Total,Total,Total,123.63,41.210,592,0.541
Crude/Age-Specific Rate,Asthma,ED,Delaware,2010-2012,Total,Total,Total,113.32,37.775,539,0.492
Crude/Age-Specific Rate,Asthma,ED,Delaware,2011-2013,Total,Total,Total,112.07,37.358,529,0.483
Crude/Age-Specific Rate,Asthma,ED,Delaware,2012-2014,Total,Total,Total,106.27,35.425,498,0.454
Crude/Age-Specific Rate,Asthma,ED,Delaware,2013-2015,Total,Total,Total,113.75,37.916,528,0.482
Crude/Age-Specific Rate,Asthma,ED,Delaware,2014-2016,Total,Total,Total,104.03,34.676,478,0.436
Crude/Age-Specific Rate,Asthma,ED,Delaware,2015-2017,Total,Total,Total,98.82,32.939,449,0.410
Crude/Age-Specific Rate,Asthma,ED,Delaware,2016-2018,Total,Total,Total,97.82,32.605,440,0.401
Crude/Age-Specific Rate,Asthma,ED,Delaware,2017-2019,Total,Total,Total,,,459,0.419
Crude/Age-Specific Rate,Asthma,ED,Dutchess,2005-2007,Total,Total,Total,161.47,53.822,4760,4.347
Crude/Age-Specific Rate,Asthma,ED,Dutchess,2005-2019,Total,Total,Total,747.46,49.831,22078,4.030
Crude/Age-Specific Rate,Asthma,ED,Dutchess,2006-2008,Total,Total,Total,173.51,57.836,5126,4.677
Crude/Age-Specific Rate,Asthma,ED,Dutchess,2007-2009,Total,Total,Total,172.27,57.424,5102,4.655
Crude/Age-Specific Rate,Asthma,ED,Dutchess,2008-2010,Total,Total,Total,160.96,53.655,4780,4.361
Crude/Age-Specific Rate,Asthma,ED,Dutchess,2009-2011,Total,Total,Total,154.07,51.358,4585,4.187
