rate_adj,health_event,geography,geography_code,year,sex,race,age,Count,Population,rate,lb,ub,significance
Age-Adjusted Rate,Asthma,Juniata,67,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lackawanna,69,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lancaster,71,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lawrence,73,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lebanon,75,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lehigh,77,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Luzerne,79,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lycoming,81,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,McKean,83,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mercer,85,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mifflin,87,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Monroe,89,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Montgomery,91,2007,Female,White,All Ages,417,"335,853",106.7,96.5,117,-
Age-Adjusted Rate,Asthma,Montour,93,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northampton,95,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northumberland,97,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Perry,99,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Philadelphia,101,2007,Female,White,All Ages,668,"356,269",180,166.4,193.7,+
Age-Adjusted Rate,Asthma,Pike,103,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Potter,105,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Schuylkill,107,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Snyder,109,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Somerset,111,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Sullivan,113,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Susquehanna,115,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Tioga,117,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Union,119,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Venango,121,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Warren,123,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Washington,125,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wayne,127,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Westmoreland,129,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wyoming,131,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,York,133,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Pennsylvania,0,2006,Female,White,All Ages,"8,938","5,488,069",144.5,141.5,147.5,
Age-Adjusted Rate,Asthma,Adams,1,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Allegheny,3,2006,Female,White,All Ages,"1,169","534,143",181,170.6,191.4,+
Age-Adjusted Rate,Asthma,Armstrong,5,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Beaver,7,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bedford,9,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Berks,11,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Blair,13,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bradford,15,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bucks,17,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Butler,19,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cambria,21,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cameron,23,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Carbon,25,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Centre,27,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Chester,29,2006,Female,White,All Ages,213,"217,515",92.8,80.4,105.3,-
Age-Adjusted Rate,Asthma,Clarion,31,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clearfield,33,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clinton,35,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Columbia,37,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Crawford,39,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cumberland,41,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Dauphin,43,2006,Female,White,All Ages,101,"103,006",87.6,70.5,104.6,-
Age-Adjusted Rate,Asthma,Delaware,45,2006,Female,White,All Ages,368,"219,789",156.1,140.1,172,
Age-Adjusted Rate,Asthma,Elk,47,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Erie,49,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Fayette,51,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Forest,53,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Franklin,55,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Fulton,57,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Greene,59,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Huntingdon,61,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Indiana,63,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Jefferson,65,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Juniata,67,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lackawanna,69,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lancaster,71,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lawrence,73,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lebanon,75,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lehigh,77,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Luzerne,79,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lycoming,81,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,McKean,83,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mercer,85,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mifflin,87,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Monroe,89,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Montgomery,91,2006,Female,White,All Ages,420,"337,971",106.4,96.3,116.6,-
Age-Adjusted Rate,Asthma,Montour,93,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northampton,95,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northumberland,97,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Perry,99,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Philadelphia,101,2006,Female,White,All Ages,654,"357,450",173.9,160.6,187.3,+
Age-Adjusted Rate,Asthma,Pike,103,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Potter,105,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Schuylkill,107,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Snyder,109,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Somerset,111,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Sullivan,113,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Susquehanna,115,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Tioga,117,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Union,119,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Venango,121,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Warren,123,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Washington,125,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wayne,127,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Westmoreland,129,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wyoming,131,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,York,133,2006,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Pennsylvania,0,2005,Female,White,All Ages,"9,781","5,533,636",155.1,152,158.2,
Age-Adjusted Rate,Asthma,Adams,1,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Allegheny,3,2005,Female,White,All Ages,"1,274","544,961",188,177.7,198.3,+
Age-Adjusted Rate,Asthma,Armstrong,5,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Beaver,7,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bedford,9,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Berks,11,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Blair,13,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bradford,15,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bucks,17,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Butler,19,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cambria,21,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cameron,23,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Carbon,25,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Centre,27,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Chester,29,2005,Female,White,All Ages,222,"216,915",96,83.4,108.6,-
Age-Adjusted Rate,Asthma,Clarion,31,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clearfield,33,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clinton,35,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Columbia,37,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Crawford,39,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cumberland,41,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Dauphin,43,2005,Female,White,All Ages,105,"103,795",90.5,73.2,107.8,-
Age-Adjusted Rate,Asthma,Delaware,45,2005,Female,White,All Ages,368,"229,608",147.9,132.8,163.1,
Age-Adjusted Rate,Asthma,Elk,47,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Erie,49,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Fayette,51,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Forest,53,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Franklin,55,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Fulton,57,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Greene,59,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Huntingdon,61,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Indiana,63,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Jefferson,65,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Juniata,67,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lackawanna,69,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lancaster,71,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lawrence,73,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lebanon,75,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lehigh,77,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Luzerne,79,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lycoming,81,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,McKean,83,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mercer,85,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mifflin,87,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Monroe,89,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Montgomery,91,2005,Female,White,All Ages,484,"341,814",121.8,111,132.7,-
Age-Adjusted Rate,Asthma,Montour,93,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northampton,95,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northumberland,97,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Perry,99,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Philadelphia,101,2005,Female,White,All Ages,717,"365,493",184.6,171.1,198.1,+
Age-Adjusted Rate,Asthma,Pike,103,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Potter,105,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Schuylkill,107,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Snyder,109,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Somerset,111,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Sullivan,113,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Susquehanna,115,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Tioga,117,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Union,119,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Venango,121,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Warren,123,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Washington,125,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wayne,127,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Westmoreland,129,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wyoming,131,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,York,133,2005,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Pennsylvania,0,2004,Female,White,All Ages,"8,775","5,518,464",142.5,139.5,145.5,
Age-Adjusted Rate,Asthma,Adams,1,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Allegheny,3,2004,Female,White,All Ages,"1,076","550,396",162.7,152.9,172.4,+
Age-Adjusted Rate,Asthma,Armstrong,5,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Beaver,7,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bedford,9,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Berks,11,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Blair,13,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bradford,15,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bucks,17,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Butler,19,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cambria,21,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cameron,23,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Carbon,25,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Centre,27,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Chester,29,2004,Female,White,All Ages,180,"212,893",81.2,69.3,93,-
Age-Adjusted Rate,Asthma,Clarion,31,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clearfield,33,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clinton,35,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Columbia,37,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Crawford,39,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cumberland,41,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Dauphin,43,2004,Female,White,All Ages,79,"103,006",66.6,51.9,81.3,-
Age-Adjusted Rate,Asthma,Delaware,45,2004,Female,White,All Ages,319,"229,156",135.9,121,150.8,
Age-Adjusted Rate,Asthma,Elk,47,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Erie,49,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Fayette,51,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Forest,53,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Franklin,55,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Fulton,57,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Greene,59,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Huntingdon,61,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Indiana,63,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Jefferson,65,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Juniata,67,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lackawanna,69,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lancaster,71,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lawrence,73,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lebanon,75,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lehigh,77,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Luzerne,79,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lycoming,81,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,McKean,83,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mercer,85,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mifflin,87,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Monroe,89,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Montgomery,91,2004,Female,White,All Ages,460,"341,510",117.8,107,128.6,-
Age-Adjusted Rate,Asthma,Montour,93,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northampton,95,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northumberland,97,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Perry,99,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Philadelphia,101,2004,Female,White,All Ages,683,"367,630",177.9,164.6,191.3,+
Age-Adjusted Rate,Asthma,Pike,103,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Potter,105,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Schuylkill,107,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Snyder,109,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Somerset,111,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Sullivan,113,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Susquehanna,115,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Tioga,117,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Union,119,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Venango,121,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Warren,123,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Washington,125,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wayne,127,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Westmoreland,129,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wyoming,131,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,York,133,2004,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Pennsylvania,0,2003,Female,White,All Ages,"9,636","5,498,551",161.6,158.4,164.9,
Age-Adjusted Rate,Asthma,Adams,1,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Allegheny,3,2003,Female,White,All Ages,"1,108","553,622",173.1,162.9,183.3,
Age-Adjusted Rate,Asthma,Armstrong,5,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Beaver,7,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bedford,9,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Berks,11,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Blair,13,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bradford,15,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bucks,17,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Butler,19,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cambria,21,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cameron,23,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Carbon,25,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Centre,27,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Chester,29,2003,Female,White,All Ages,196,"211,244",89.4,76.9,102,-
Age-Adjusted Rate,Asthma,Clarion,31,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clearfield,33,2003,Female,White,All Ages,ND,ND,ND,ND,ND,-
